ReturnID,OrderID,OrderLineID,ReturnDate,ReturnReason,QuantityReturned
901154,506191,4,2025-02-22,Better Price Found,4
901155,503916,2,2024-09-30,Damaged in Shipping,4
901156,511633,1,2025-12-28,Wrong Item,4
901157,509281,1,2025-09-24,Wrong Item,6
901158,505541,4,2024-12-21,No Longer Needed,3
901159,506223,1,2025-01-30,Defective,3
901160,502720,3,2024-07-31,Damaged in Shipping,3
901161,504781,2,2024-12-15,Wrong Item,1
901162,507652,3,2025-05-23,Better Price Found,3
901163,513658,2,2026-05-23,No Longer Needed,1
901164,513680,2,2026-06-12,Better Price Found,5
901165,510661,2,2025-12-17,Wrong Item,1
901166,502723,3,2024-07-17,No Longer Needed,1
901167,500594,4,2024-02-24,Better Price Found,1
901168,511781,2,2026-01-12,Wrong Item,3
901169,512248,4,2026-02-14,Damaged in Shipping,1
901170,510884,4,2025-12-19,Defective,4
901171,510523,1,2025-11-23,Wrong Item,4
901172,511418,1,2025-12-27,No Longer Needed,5
901173,503733,2,2024-09-17,Damaged in Shipping,5
901174,506432,2,2025-03-08,Wrong Item,1
901175,505734,4,2024-12-27,Wrong Item,4
901176,509130,2,2025-08-23,Wrong Item,5
901177,502312,2,2024-06-12,Defective,1
901178,508292,3,2025-07-08,Damaged in Shipping,4
901179,507822,4,2025-06-05,Better Price Found,4
901180,504490,1,2024-11-12,Better Price Found,5
901181,504775,1,2024-12-15,No Longer Needed,5
901182,507810,1,2025-05-26,Wrong Item,1
901183,514316,5,2026-07-12,No Longer Needed,1
901184,502073,2,2024-06-27,Defective,2
901185,506863,1,2025-04-08,Better Price Found,4
901186,513806,3,2026-06-10,Damaged in Shipping,2
901187,505915,3,2025-01-21,Defective,1
901188,506949,1,2025-04-08,Damaged in Shipping,5
901189,501435,1,2024-05-01,Defective,5
901190,506463,1,2025-03-11,Damaged in Shipping,4
901191,503708,4,2024-09-20,Better Price Found,4
901192,503195,1,2024-08-26,Wrong Item,4
901193,506189,2,2025-02-11,Damaged in Shipping,1
901194,500310,1,2024-02-16,Better Price Found,3
901195,505792,2,2025-01-18,No Longer Needed,2
901196,504294,3,2024-10-26,Wrong Item,2
901197,506394,3,2025-02-11,Damaged in Shipping,5
901198,504912,5,2024-11-22,Wrong Item,6
901199,500496,2,2024-02-29,Wrong Item,3
901200,505609,5,2024-12-20,Damaged in Shipping,1
901201,509461,2,2025-09-27,Defective,1
901202,509451,1,2025-10-01,Wrong Item,1
901203,511339,5,2026-01-02,Defective,1
901204,509349,3,2025-09-11,Wrong Item,4
901205,510833,1,2025-12-24,Better Price Found,6
901206,511002,2,2025-12-08,Damaged in Shipping,1
901207,505523,2,2024-12-29,No Longer Needed,4
901208,505904,1,2025-01-28,Better Price Found,4
901209,500302,1,2024-02-19,Damaged in Shipping,1
901210,502464,1,2024-06-24,No Longer Needed,1
901211,501969,1,2024-06-12,Better Price Found,4
901212,502159,3,2024-07-01,Defective,2
901213,508495,2,2025-07-16,Defective,2
901214,512135,1,2026-02-13,Damaged in Shipping,2
901215,507776,1,2025-06-15,Wrong Item,5
901216,505719,1,2025-01-22,Defective,4
901217,513349,4,2026-05-27,No Longer Needed,5
901218,504468,1,2024-11-15,Defective,1
901219,512053,5,2026-02-11,No Longer Needed,3
901220,513563,3,2026-05-16,Wrong Item,3
901221,505940,2,2025-01-30,Defective,4
901222,507899,4,2025-06-08,No Longer Needed,4
901223,504521,1,2024-12-04,Damaged in Shipping,6
901224,505115,1,2024-12-16,Defective,3
901225,514373,3,2026-07-21,Wrong Item,2
901226,504003,1,2024-10-08,No Longer Needed,1
901227,513686,3,2026-05-26,Defective,5
901228,506421,2,2025-02-27,Better Price Found,4
901229,504503,3,2024-11-22,Wrong Item,2
901230,503640,1,2024-10-03,Damaged in Shipping,4
901231,500519,2,2024-02-16,Damaged in Shipping,4
901232,505676,2,2024-12-25,Damaged in Shipping,3
901233,500411,2,2024-02-22,Damaged in Shipping,4
901234,502697,4,2024-07-13,No Longer Needed,1
901235,506554,4,2025-03-19,Better Price Found,1
901236,512367,3,2026-03-09,Defective,5
901237,505664,2,2025-01-05,Better Price Found,1
901238,506399,2,2025-02-23,Damaged in Shipping,5
901239,512243,3,2026-02-20,Wrong Item,3
901240,511610,2,2026-01-03,Damaged in Shipping,2
901241,502488,2,2024-07-07,Damaged in Shipping,6
901242,502602,4,2024-07-19,Wrong Item,4
901243,512429,3,2026-02-28,Defective,5
901244,505237,5,2024-12-11,Damaged in Shipping,1
901245,500387,2,2024-02-05,No Longer Needed,3
901246,505667,4,2025-01-20,Wrong Item,3
901247,508053,3,2025-07-05,Better Price Found,1
901248,505063,3,2024-12-17,No Longer Needed,5
901249,501781,1,2024-06-08,Defective,5
901250,504804,5,2024-12-13,Damaged in Shipping,3
901251,500839,1,2024-03-28,Better Price Found,1
901252,504473,4,2024-11-03,Damaged in Shipping,4
901253,506296,1,2025-02-23,Wrong Item,4
901254,504676,2,2024-11-13,No Longer Needed,5
901255,502088,2,2024-06-16,Damaged in Shipping,5
901256,507951,1,2025-06-13,Wrong Item,1
901257,506502,1,2025-03-15,No Longer Needed,1
901258,507400,2,2025-05-05,Defective,3
901259,507392,1,2025-05-01,No Longer Needed,1
901260,506586,1,2025-03-08,Defective,1
901261,503526,3,2024-09-18,Better Price Found,2
901262,514592,4,2026-08-20,No Longer Needed,4
901263,501890,2,2024-06-05,Better Price Found,3
901264,513144,1,2026-05-04,Damaged in Shipping,1
901265,507741,1,2025-06-04,No Longer Needed,4
901266,511742,1,2026-01-20,Wrong Item,3
901267,506519,2,2025-02-28,Better Price Found,3
901268,509049,1,2025-08-18,Better Price Found,5
901269,514634,3,2026-08-09,Wrong Item,2
901270,501264,1,2024-04-07,No Longer Needed,4
901271,507074,4,2025-04-11,Wrong Item,3
901272,514075,5,2026-07-01,Wrong Item,5
901273,501995,4,2024-06-12,No Longer Needed,3
901274,506011,3,2025-02-07,Wrong Item,4
901275,510293,1,2025-11-19,Damaged in Shipping,2
901276,510625,5,2025-12-11,Better Price Found,5
901277,500050,5,2024-01-09,Wrong Item,2
901278,508856,1,2025-08-12,No Longer Needed,5
901279,510641,1,2025-11-20,Defective,1
901280,508299,2,2025-07-17,Damaged in Shipping,3
901281,507633,4,2025-05-11,Wrong Item,6
901282,500910,3,2024-03-19,Wrong Item,1
901283,514361,3,2026-07-19,No Longer Needed,5
901284,513021,2,2026-04-22,Damaged in Shipping,2
901285,506521,1,2025-03-17,No Longer Needed,1
901286,508362,4,2025-07-02,No Longer Needed,1
901287,510640,3,2025-12-05,Damaged in Shipping,1
901288,504550,2,2024-12-04,Defective,1
901289,511028,2,2025-12-11,Better Price Found,1
901290,508484,1,2025-08-02,Wrong Item,3
901291,507058,1,2025-04-08,No Longer Needed,4
901292,503652,3,2024-09-14,Better Price Found,2
901293,508386,3,2025-07-14,Wrong Item,4
901294,506837,1,2025-03-23,Defective,4
901295,502232,1,2024-06-15,Wrong Item,6
901296,514619,1,2026-07-28,Defective,1
901297,500697,1,2024-03-22,Damaged in Shipping,2
901298,502007,1,2024-06-15,Defective,5
901299,505180,2,2024-12-17,Damaged in Shipping,6
901300,509525,1,2025-09-27,No Longer Needed,6
901301,512063,1,2026-02-16,Damaged in Shipping,1
901302,512352,2,2026-03-06,Better Price Found,3
901303,502047,3,2024-05-29,Defective,4
901304,509506,4,2025-09-17,Defective,3
901305,506045,5,2025-01-18,Defective,6
901306,514604,2,2026-08-24,Wrong Item,1
901307,506092,3,2025-02-10,Better Price Found,2
901308,510841,2,2025-12-25,Defective,5
901309,512528,3,2026-03-10,No Longer Needed,5
901310,512245,3,2026-03-09,Defective,4
901311,500089,4,2024-01-24,Defective,1
901312,507967,1,2025-06-11,Damaged in Shipping,3
901313,501099,1,2024-04-07,No Longer Needed,1
901314,500472,1,2024-03-07,Damaged in Shipping,3
901315,500630,1,2024-03-19,Wrong Item,4
901316,512853,2,2026-04-02,Better Price Found,1
901317,500761,1,2024-03-11,Better Price Found,1
901318,504954,3,2024-12-12,Defective,5
901319,501270,3,2024-04-15,Wrong Item,4
901320,503654,1,2024-09-20,Better Price Found,6
901321,514263,2,2026-07-13,Damaged in Shipping,3
901322,503233,1,2024-09-06,No Longer Needed,3
901323,506142,2,2025-01-30,Defective,2
901324,513927,2,2026-07-04,No Longer Needed,5
901325,507933,4,2025-06-19,Defective,2
901326,502932,1,2024-08-10,No Longer Needed,1
901327,512815,1,2026-04-15,Defective,2
901328,511517,2,2025-12-30,Defective,2
901329,506225,1,2025-02-14,Defective,2
901330,504894,1,2024-12-03,Damaged in Shipping,3
901331,506292,2,2025-02-02,Better Price Found,1
901332,510744,5,2025-12-02,Wrong Item,1
901333,512697,4,2026-03-22,Better Price Found,3
901334,503631,1,2024-09-26,Damaged in Shipping,3
901335,501669,3,2024-05-17,No Longer Needed,3
901336,508826,2,2025-08-07,Better Price Found,1
901337,505717,1,2025-01-19,Wrong Item,2
901338,508816,3,2025-08-14,No Longer Needed,2
901339,504926,1,2024-12-17,Defective,4
901340,510335,4,2025-12-03,Defective,5
901341,500209,3,2024-02-09,No Longer Needed,3
901342,501579,3,2024-05-22,Better Price Found,1
901343,504489,2,2024-11-28,Damaged in Shipping,1
901344,514584,3,2026-08-05,Better Price Found,5
901345,508879,2,2025-08-28,Wrong Item,4
901346,507956,2,2025-06-19,No Longer Needed,2
901347,513996,1,2026-06-19,Damaged in Shipping,1
901348,504141,1,2024-11-03,Better Price Found,6
901349,511011,3,2025-12-23,Defective,3
901350,501153,1,2024-04-01,Defective,5
901351,501672,3,2024-05-05,Better Price Found,1
901352,510105,3,2025-11-17,Wrong Item,2
901353,512295,1,2026-02-23,Better Price Found,5
901354,509580,2,2025-10-02,Defective,3
901355,507603,2,2025-05-24,Wrong Item,4
901356,513700,2,2026-05-27,Better Price Found,6
901357,502083,2,2024-06-07,No Longer Needed,4
901358,512531,2,2026-03-16,Damaged in Shipping,3
901359,510484,2,2025-11-11,No Longer Needed,1
901360,508557,3,2025-07-18,Damaged in Shipping,1
901361,513699,1,2026-05-28,No Longer Needed,3
901362,509694,2,2025-10-09,Better Price Found,4
901363,508227,1,2025-07-04,No Longer Needed,4
901364,502360,5,2024-07-09,Defective,2
901365,507366,1,2025-04-21,Defective,1
901366,508393,2,2025-07-16,Wrong Item,4
901367,511706,3,2026-01-07,Defective,3
901368,506960,2,2025-04-12,Defective,4
901369,505913,3,2025-01-08,Damaged in Shipping,3
901370,504154,3,2024-11-03,No Longer Needed,4
901371,505723,1,2025-01-23,Better Price Found,4
901372,502927,2,2024-08-07,Wrong Item,4
901373,513446,2,2026-06-02,Damaged in Shipping,1
901374,512988,1,2026-05-01,Defective,4
901375,509701,3,2025-10-13,Defective,5
901376,512978,3,2026-04-10,Damaged in Shipping,4
901377,501997,2,2024-06-15,No Longer Needed,4
901378,514200,5,2026-07-08,Damaged in Shipping,2
901379,513359,1,2026-05-26,No Longer Needed,5
901380,509811,1,2025-10-23,No Longer Needed,2
901381,504648,1,2024-11-15,Damaged in Shipping,4
901382,503826,2,2024-10-13,Defective,2
901383,507441,1,2025-04-30,Wrong Item,4
901384,503907,1,2024-10-02,Better Price Found,2
901385,500425,2,2024-02-25,Better Price Found,3
901386,513838,4,2026-06-28,Better Price Found,3
901387,511484,2,2025-12-29,Damaged in Shipping,3
901388,508531,3,2025-07-12,Better Price Found,2
901389,503577,2,2024-09-25,Damaged in Shipping,1
901390,510244,5,2025-11-26,Damaged in Shipping,3
901391,503320,3,2024-09-04,Defective,6
901392,504555,1,2024-11-21,Better Price Found,6
901393,510004,2,2025-10-30,Better Price Found,5
901394,507273,4,2025-05-07,Damaged in Shipping,2
901395,500610,2,2024-03-13,Defective,1
901396,511685,5,2026-01-24,No Longer Needed,3
901397,512090,5,2026-02-22,Defective,3
901398,514005,3,2026-07-10,Wrong Item,4
901399,510448,3,2025-11-28,Better Price Found,4
901400,506761,5,2025-04-07,Wrong Item,4
901401,506130,1,2025-02-17,Better Price Found,1
901402,510517,2,2025-11-21,Damaged in Shipping,2
901403,513164,1,2026-05-02,Defective,3
901404,511283,5,2026-01-07,Damaged in Shipping,3
901405,500244,1,2024-02-01,No Longer Needed,1
901406,505783,3,2025-01-24,Wrong Item,1
901407,503733,3,2024-10-08,Wrong Item,6
901408,507063,4,2025-04-15,Wrong Item,3
901409,507328,3,2025-04-19,Wrong Item,3
901410,510331,1,2025-12-04,Better Price Found,4
901411,501052,2,2024-03-28,Better Price Found,6
901412,505528,3,2025-01-05,Better Price Found,3
901413,512068,1,2026-02-09,Better Price Found,1
901414,502609,4,2024-07-16,Wrong Item,3
901415,513921,2,2026-06-24,No Longer Needed,3
901416,509982,1,2025-10-28,Damaged in Shipping,3
901417,510212,3,2025-11-12,Defective,4
901418,508905,2,2025-08-19,Damaged in Shipping,1
901419,503435,2,2024-09-17,No Longer Needed,1
901420,504579,4,2024-11-24,Wrong Item,4
901421,512522,2,2026-03-28,Wrong Item,5
901422,508054,4,2025-06-18,Damaged in Shipping,1
901423,508152,3,2025-07-11,Damaged in Shipping,6
901424,504616,2,2024-11-22,Better Price Found,1
901425,512560,1,2026-04-05,Damaged in Shipping,1
901426,511655,3,2026-01-10,Better Price Found,1
901427,507434,1,2025-05-03,Wrong Item,1
901428,500612,3,2024-03-15,Defective,5
901429,501391,1,2024-05-14,No Longer Needed,2
901430,502565,3,2024-07-12,No Longer Needed,4
901431,501187,2,2024-04-26,Damaged in Shipping,1
901432,512320,2,2026-03-07,No Longer Needed,3
901433,501319,1,2024-05-03,Better Price Found,1
901434,514586,3,2026-08-12,Damaged in Shipping,2
901435,512950,4,2026-05-02,Better Price Found,4
901436,508122,1,2025-06-12,Damaged in Shipping,3
901437,509551,4,2025-09-28,Defective,1
901438,503041,4,2024-08-25,Better Price Found,2
901439,503170,1,2024-08-22,Defective,4
901440,500448,5,2024-02-10,Better Price Found,2
901441,506713,2,2025-03-20,Damaged in Shipping,2
901442,513079,2,2026-04-23,Better Price Found,3
901443,510903,1,2025-12-17,Wrong Item,1
901444,514148,5,2026-07-06,No Longer Needed,1
901445,508790,1,2025-08-24,Damaged in Shipping,5
901446,503132,1,2024-09-02,Defective,6
901447,510728,1,2025-11-29,Better Price Found,1
901448,511137,4,2025-12-10,No Longer Needed,3
901449,510277,3,2025-11-24,Better Price Found,3
901450,511570,1,2026-01-11,Wrong Item,2
901451,508198,2,2025-07-05,No Longer Needed,5
901452,503134,4,2024-09-03,Defective,5
901453,514509,5,2026-07-24,Wrong Item,3
901454,505745,3,2025-01-02,No Longer Needed,1
901455,503256,1,2024-08-27,Better Price Found,1
901456,512492,4,2026-03-08,Wrong Item,3
901457,508412,2,2025-07-04,Wrong Item,2
901458,500031,1,2024-01-14,Defective,3
901459,511791,1,2026-01-17,No Longer Needed,1
901460,502842,2,2024-08-03,Wrong Item,5
901461,503372,1,2024-09-14,No Longer Needed,3
901462,511064,3,2025-12-16,Damaged in Shipping,4
901463,506157,1,2025-02-19,No Longer Needed,4
901464,500027,1,2024-01-27,Damaged in Shipping,5
901465,513737,2,2026-06-02,Wrong Item,3
901466,510428,1,2025-11-22,Defective,1
901467,501035,2,2024-04-05,Damaged in Shipping,5
901468,504544,3,2024-11-11,Better Price Found,5
901469,514109,1,2026-06-22,Wrong Item,1
901470,510886,2,2025-12-05,No Longer Needed,1
901471,511559,3,2026-01-21,Defective,6
901472,504906,1,2024-12-02,Damaged in Shipping,2
901473,504386,4,2024-11-12,No Longer Needed,2
901474,504537,2,2024-11-23,No Longer Needed,2
901475,501004,1,2024-03-30,Damaged in Shipping,2
901476,505303,4,2024-12-31,Damaged in Shipping,2
901477,508872,3,2025-08-17,Better Price Found,3
901478,500312,1,2024-02-12,Damaged in Shipping,5
901479,503501,2,2024-09-02,Damaged in Shipping,3
901480,501967,4,2024-05-30,Wrong Item,5
901481,514209,2,2026-06-26,Better Price Found,2
901482,500424,4,2024-03-03,Better Price Found,5
901483,506629,3,2025-03-03,Defective,3
901484,506410,1,2025-02-28,No Longer Needed,5
901485,505567,1,2024-12-20,Damaged in Shipping,5
901486,512023,3,2026-01-30,No Longer Needed,2
901487,502801,1,2024-07-16,Better Price Found,4
901488,503626,2,2024-10-05,Damaged in Shipping,1
901489,507563,1,2025-05-30,Defective,2
901490,514344,1,2026-07-24,Wrong Item,1
901491,506864,2,2025-04-14,Damaged in Shipping,4
901492,514463,2,2026-07-21,Defective,5
901493,512619,2,2026-04-06,No Longer Needed,2
901494,513181,2,2026-04-27,Damaged in Shipping,6
901495,501346,3,2024-04-15,Damaged in Shipping,5
901496,504087,2,2024-10-29,Damaged in Shipping,3
901497,505230,5,2024-12-08,No Longer Needed,5
901498,505950,2,2025-01-13,No Longer Needed,5
901499,509931,3,2025-10-23,Damaged in Shipping,3
901500,508720,1,2025-07-22,Defective,3
901501,505273,3,2024-12-09,Damaged in Shipping,5
901502,500060,3,2024-01-29,Damaged in Shipping,6
901503,513624,1,2026-05-29,Wrong Item,3
901504,513488,2,2026-05-17,No Longer Needed,1
901505,507412,5,2025-05-18,Damaged in Shipping,4
901506,503158,3,2024-08-29,Better Price Found,5
901507,501819,5,2024-06-11,No Longer Needed,1
901508,514202,3,2026-07-02,Better Price Found,1
901509,508535,1,2025-07-11,Better Price Found,4
901510,503725,5,2024-09-22,Better Price Found,5
901511,504680,2,2024-12-03,Defective,5
901512,512595,2,2026-03-26,Defective,5
901513,512251,2,2026-03-01,Better Price Found,6
901514,503074,1,2024-08-08,Better Price Found,4
901515,503981,2,2024-10-04,Wrong Item,1
901516,508807,2,2025-08-12,Better Price Found,2
901517,511888,1,2026-01-16,No Longer Needed,1
901518,509997,1,2025-10-30,Damaged in Shipping,6
901519,509058,5,2025-09-08,No Longer Needed,5
901520,512700,1,2026-04-01,Damaged in Shipping,6
901521,509719,1,2025-10-04,Better Price Found,5
901522,506664,3,2025-03-26,Wrong Item,3
901523,505098,5,2024-12-11,No Longer Needed,2
901524,508115,1,2025-06-22,Defective,5
901525,507346,3,2025-05-04,Damaged in Shipping,3
901526,503831,1,2024-10-11,No Longer Needed,1
901527,506521,2,2025-02-20,Wrong Item,4
901528,514223,5,2026-07-16,Wrong Item,1
901529,506988,2,2025-04-20,No Longer Needed,4
901530,512078,1,2026-02-08,Damaged in Shipping,4
901531,503444,4,2024-08-31,Damaged in Shipping,2
901532,507298,3,2025-05-10,Defective,4
901533,510867,1,2025-12-05,Damaged in Shipping,4
901534,511731,5,2026-01-05,No Longer Needed,2
901535,503127,1,2024-08-26,Wrong Item,6
901536,500615,1,2024-03-20,No Longer Needed,4
901537,504342,1,2024-10-31,Damaged in Shipping,1
901538,508978,4,2025-09-04,No Longer Needed,4
901539,505614,4,2025-01-18,Wrong Item,5
901540,504068,1,2024-10-26,No Longer Needed,3
901541,511534,2,2025-12-26,No Longer Needed,3
901542,510910,1,2025-12-23,No Longer Needed,5
901543,508076,1,2025-06-18,Better Price Found,2
901544,502686,1,2024-07-08,Defective,4
901545,507138,5,2025-04-25,Defective,5
901546,505332,4,2024-12-08,Better Price Found,3
901547,509863,1,2025-10-11,Better Price Found,4
901548,502479,2,2024-07-09,No Longer Needed,5
901549,501504,5,2024-05-11,No Longer Needed,1
901550,504122,1,2024-10-19,Damaged in Shipping,1
901551,506528,1,2025-02-25,Damaged in Shipping,1
901552,503462,2,2024-09-03,Damaged in Shipping,5
901553,501470,3,2024-05-09,Better Price Found,1
901554,506437,5,2025-03-09,Damaged in Shipping,2
901555,510863,4,2025-12-03,No Longer Needed,3
901556,504052,1,2024-10-13,Better Price Found,3
901557,504556,2,2024-11-18,Wrong Item,6
901558,507989,2,2025-06-05,Damaged in Shipping,3
901559,511590,5,2026-01-03,Wrong Item,1
901560,510454,3,2025-11-10,Better Price Found,3
901561,509130,1,2025-09-04,Damaged in Shipping,3
901562,503411,3,2024-09-18,Better Price Found,3
901563,507932,2,2025-06-15,No Longer Needed,4
901564,501819,1,2024-06-11,Wrong Item,2
901565,504605,1,2024-11-23,Defective,3
901566,507772,3,2025-06-06,Better Price Found,1
901567,510356,1,2025-11-08,Damaged in Shipping,2
901568,508986,3,2025-08-28,Defective,3
901569,513568,1,2026-05-16,No Longer Needed,5
901570,507388,2,2025-05-21,Better Price Found,3
901571,512704,1,2026-03-20,Defective,1
901572,500913,2,2024-04-10,Better Price Found,2
901573,502815,4,2024-07-29,Damaged in Shipping,1
901574,506381,4,2025-02-14,Damaged in Shipping,2
901575,513300,3,2026-05-02,No Longer Needed,1
901576,507738,3,2025-06-05,Wrong Item,5
901577,505157,1,2024-12-25,Damaged in Shipping,1
901578,507909,2,2025-05-31,Wrong Item,4
901579,510966,3,2025-12-06,No Longer Needed,5
901580,506677,2,2025-03-19,Damaged in Shipping,4
901581,508862,5,2025-08-11,Defective,1
901582,510194,1,2025-11-25,No Longer Needed,3
901583,514185,5,2026-07-03,Defective,2
901584,501577,2,2024-05-17,Defective,5
901585,501289,3,2024-04-29,Better Price Found,1
901586,505720,3,2025-01-10,Damaged in Shipping,1
901587,501561,4,2024-05-02,Damaged in Shipping,4
901588,500553,4,2024-02-18,No Longer Needed,6
901589,504383,1,2024-10-30,Better Price Found,5
901590,508195,4,2025-07-02,Better Price Found,5
901591,501334,4,2024-04-14,Wrong Item,4
901592,509494,3,2025-09-14,Defective,4
901593,509988,1,2025-11-03,Wrong Item,5
901594,503302,1,2024-09-11,Defective,5
901595,505715,5,2025-01-07,Damaged in Shipping,3
901596,513583,2,2026-06-06,No Longer Needed,4
901597,503242,3,2024-08-24,Wrong Item,4
901598,507544,2,2025-05-05,No Longer Needed,1
901599,513041,3,2026-04-13,No Longer Needed,1
901600,501699,2,2024-05-22,Defective,3
901601,504160,2,2024-10-23,Wrong Item,2
901602,510140,4,2025-10-27,No Longer Needed,3
901603,508088,2,2025-06-12,Wrong Item,2
901604,507564,1,2025-05-28,Defective,2
901605,507074,1,2025-04-22,No Longer Needed,5
901606,501052,3,2024-03-30,Wrong Item,4
901607,512958,2,2026-04-13,No Longer Needed,6
901608,503215,2,2024-08-22,Better Price Found,5
901609,508823,2,2025-08-24,Better Price Found,2
901610,510050,2,2025-11-13,Better Price Found,1
901611,507865,3,2025-05-26,Defective,1
901612,502511,3,2024-07-25,No Longer Needed,6
901613,501348,2,2024-04-25,No Longer Needed,5
901614,502389,2,2024-06-25,Better Price Found,3
901615,510672,1,2025-11-30,Better Price Found,2
901616,509492,5,2025-09-28,No Longer Needed,5
901617,502315,1,2024-07-08,No Longer Needed,4
901618,507924,5,2025-05-31,No Longer Needed,3
901619,514663,1,2026-08-19,Better Price Found,1
901620,503121,4,2024-08-16,No Longer Needed,1
901621,500149,1,2024-01-31,No Longer Needed,3
901622,508744,4,2025-08-06,Damaged in Shipping,1
901623,511151,3,2025-12-08,Damaged in Shipping,2
901624,513938,1,2026-07-06,Damaged in Shipping,3
901625,501357,1,2024-05-08,Damaged in Shipping,6
901626,501418,3,2024-04-29,Wrong Item,5
901627,508554,3,2025-07-29,Wrong Item,1
901628,507616,5,2025-05-18,Wrong Item,2
901629,500895,1,2024-03-25,Defective,5
901630,510542,1,2025-11-15,Better Price Found,1
901631,500061,1,2024-01-15,Damaged in Shipping,3
901632,508375,3,2025-07-28,Damaged in Shipping,6
901633,509364,1,2025-09-07,No Longer Needed,4
901634,511875,2,2026-01-14,Damaged in Shipping,3
901635,510418,1,2025-11-24,Better Price Found,1
901636,507409,1,2025-05-21,No Longer Needed,1
901637,507109,1,2025-04-19,No Longer Needed,6
901638,506553,3,2025-03-11,No Longer Needed,2
901639,509696,1,2025-10-14,Wrong Item,1
901640,505905,2,2025-01-05,Defective,1
901641,505334,1,2025-01-04,Defective,6
901642,513654,3,2026-05-26,Defective,1
901643,510291,4,2025-11-30,No Longer Needed,3
901644,514103,1,2026-07-12,Damaged in Shipping,6
901645,510893,1,2025-12-04,No Longer Needed,5
901646,501527,2,2024-05-14,Better Price Found,4
901647,500814,1,2024-03-23,Wrong Item,2
901648,503959,2,2024-10-05,Better Price Found,6
901649,500986,2,2024-03-27,Wrong Item,5
901650,510716,5,2025-12-08,Damaged in Shipping,4
901651,510826,1,2025-11-28,Better Price Found,2
901652,509351,2,2025-09-10,Wrong Item,5
901653,504564,2,2024-11-24,Defective,2
901654,508589,3,2025-08-08,No Longer Needed,4
901655,507444,1,2025-04-27,Defective,1
901656,505483,4,2025-01-04,Damaged in Shipping,1
901657,504917,4,2024-11-28,No Longer Needed,1
901658,511798,5,2026-01-28,Damaged in Shipping,5
901659,505525,5,2025-01-07,Better Price Found,4
901660,509083,2,2025-08-21,Wrong Item,1
901661,503663,2,2024-09-19,Damaged in Shipping,6
901662,512978,1,2026-04-22,Defective,4
901663,500388,1,2024-02-23,Defective,5
901664,502057,2,2024-06-18,Damaged in Shipping,5
901665,507987,1,2025-06-14,No Longer Needed,1
901666,513202,2,2026-05-04,Better Price Found,5
901667,508465,1,2025-07-28,Defective,1
901668,507364,1,2025-04-30,Damaged in Shipping,2
901669,509084,2,2025-08-20,No Longer Needed,2
901670,504461,1,2024-11-13,Wrong Item,2
901671,514624,3,2026-08-23,Defective,2
901672,504173,1,2024-10-18,No Longer Needed,3
901673,512326,2,2026-03-06,Wrong Item,2
901674,505759,4,2024-12-31,Wrong Item,1
901675,500083,2,2024-01-29,Damaged in Shipping,1
901676,506443,3,2025-02-27,No Longer Needed,5
901677,502828,2,2024-07-17,No Longer Needed,1
901678,511955,3,2026-02-07,Defective,3
901679,505375,2,2024-12-12,Damaged in Shipping,3
901680,509853,2,2025-10-12,Defective,6
901681,501470,2,2024-05-18,Defective,2
901682,500519,3,2024-02-15,Wrong Item,4
901683,504275,4,2024-10-30,Damaged in Shipping,1
901684,504819,1,2024-11-18,No Longer Needed,1
901685,501729,3,2024-05-11,Wrong Item,4
901686,509823,2,2025-10-19,Damaged in Shipping,3
901687,500934,1,2024-04-11,Damaged in Shipping,1
901688,507664,1,2025-05-13,Defective,3
901689,505541,2,2025-01-05,Defective,1
901690,514185,1,2026-07-24,Wrong Item,5
901691,506803,4,2025-03-27,Damaged in Shipping,1
901692,505235,1,2024-12-09,Better Price Found,6
901693,508277,2,2025-07-01,No Longer Needed,4
901694,513202,1,2026-04-22,Defective,3
901695,513960,1,2026-06-19,Defective,1
901696,500306,4,2024-02-23,No Longer Needed,6
901697,505978,2,2025-01-28,Damaged in Shipping,1
901698,513545,1,2026-05-22,Damaged in Shipping,2
901699,505772,3,2025-01-05,Damaged in Shipping,3
901700,513713,1,2026-06-03,Defective,5
901701,505148,1,2024-12-24,Defective,2
901702,510195,1,2025-11-20,Better Price Found,3
901703,510569,1,2025-11-24,No Longer Needed,2
901704,507739,1,2025-05-19,Better Price Found,1
901705,511531,1,2026-01-19,Defective,3
901706,510397,1,2025-12-01,Defective,6
901707,514582,1,2026-08-20,Damaged in Shipping,4
901708,502402,2,2024-06-23,Wrong Item,1
901709,503637,3,2024-09-21,Better Price Found,4
901710,506967,4,2025-03-27,Wrong Item,1
901711,505413,1,2024-12-24,Better Price Found,3
901712,503312,1,2024-09-06,No Longer Needed,5
901713,512224,3,2026-03-06,Damaged in Shipping,5
901714,501606,2,2024-05-27,Better Price Found,3
901715,510525,1,2025-12-05,Defective,5
901716,511362,2,2026-01-12,Damaged in Shipping,1
901717,510129,4,2025-10-30,Defective,4
901718,509379,4,2025-09-06,Defective,2
901719,503691,4,2024-10-02,Damaged in Shipping,3
901720,507282,2,2025-05-02,Better Price Found,1
901721,509061,1,2025-08-20,Defective,3
901722,500930,3,2024-04-02,Damaged in Shipping,5
901723,500441,3,2024-02-07,Better Price Found,2
901724,513660,3,2026-06-18,No Longer Needed,2
901725,514198,2,2026-07-07,Defective,6
901726,507985,3,2025-06-20,Damaged in Shipping,1
